DEFAULT,yrsaddrs,age,crcdebt,yremploy,income,mrtgebal,BranchID,ncustbrch,CustID,Education,ATMpcent,onlinefreq,othdebt,carvalue
No,12,35,1.296453342,12,95.39711498,149,110,4428,1478,some college,27.04548596,5.59741966,5.998047118,11.50552623
No,9,70,17.49134564,18,67.36515422,565,110,4428,1479,undergrad degree,47.64614157,6.316422933,19.55004788,2.083123524
Yes,9,33,1.555731514,10,44.63896018,335,110,4428,1480,some college,38.61994435,3.849811371,0,11.65538195
Yes,5,29,1.819294062,5,58.82771534,150,110,4428,1481,postgrad degree,49.94519295,6.772900583,4.0310734,5.789738011
No,7,33,1.47795243,8,76.99937954,388,110,4428,1482,some college,33.61409192,1.976766633,0,14.69952418
No,9,51,1.190972838,14,45.48085441,349,110,4428,1483,high school,70.53518383,5.084075953,3.990979994,17.32376712
No,2,54,0.872177734,9,17.69951539,240,110,4428,1484,undergrad degree,25.92125446,9.107597836,0,30.58377611
No,13,36,5.882887885,13,107.45677,157,110,4428,1485,some college,50.30723348,9.046733408,1.47778912,17.90895537
No,10,29,2.4720077,10,52.31031002,160,110,4428,1486,some college,75.75004597,1.450227888,4.341077261,29.16368634
No,6,41,1.592155069,9,76.15120296,228,110,4428,1487,high school,31.25836715,14.67696071,0,14.99047572
No,11,38,3.190251852,12,68.10291732,191,110,4428,1488,undergrad degree,56.47437569,3.052220413,1.199825158,5.641949043
No,10,27,3.310709652,9,46.02917607,290,110,4428,1489,postgrad degree,33.2291111,6.960460662,0,17.01066383
Yes,4,35,2.388008501,6,59.88453668,152,110,4428,1490,some college,68.61553033,3.651872797,5.583508941,27.44391675
Yes,9,26,0.792676266,8,56.65967801,788,110,4428,1491,some college,80.47668806,1.073926926,5.392241857,10.19435102
Yes,8,29,2.469882811,8,43.71505715,1408,110,4428,1492,postgrad degree,27.02127174,4.98813462,1.993674089,13.52066218
Yes,8,32,4.363090728,8,49.07288564,844,110,4428,1493,some college,41.50090099,5.993129946,9.205327563,21.61920062
Yes,3,29,3.360815229,3,17.74403027,209,110,4428,1494,some college,42.53897256,3.453931786,0.22006161,31.95562568
No,17,36,0.65609569,16,87.38871039,157,110,4428,1495,high school,42.80180841,2.52171563,0,6.795813386
No,10,26,3.024254575,8,129.1677396,954,110,4428,1496,some college,71.65030497,4.195694043,6.909259858,16.87918642
Yes,4,60,2.784854394,12,31.67219016,665,110,4428,1497,undergrad degree,41.05488751,8.645408323,1.114226268,19.48830333
Yes,3,55,4.519216955,25,66.6220069,396,110,4428,1498,some college,75.27604529,7.364315445,8.135540278,12.87535488
Yes,8,27,0.108459606,7,138.8740446,200,110,4428,1499,postgrad degree,74.04339969,1.622553429,0,35.40287773
Yes,12,34,3.99764101,12,76.66481274,259,111,9165,1500,some college,24.5497349,2.9519449,5.438248981,17.04970378
Yes,13,30,1.20259426,12,58.16961344,511,111,9165,1501,some college,41.70023475,3.211760165,5.392241857,21.60491429
No,18,46,2.3108041,20,114.4702789,433,111,9165,1502,undergrad degree,73.62873843,3.738620967,1.993674089,20.60855578
No,11,61,2.497683418,18,87.2079011,381,111,9165,1503,undergrad degree,47.9545183,1.508271892,9.205327563,8.172695956
No,10,40,1.617730713,12,54.29026693,1542,111,9165,1504,postgrad degree,46.00563319,5.166430374,1.475258707,20.6856733
No,4,32,0.154252507,5,38.33208577,395,111,9165,1505,undergrad degree,38.63478493,3.611935254,0,29.95771197
No,6,50,4.712058248,11,29.61135212,120,111,9165,1506,undergrad degree,43.56769364,9.306862998,5.498407087,4.672014498
No,12,49,0.588827833,16,54.72695776,419,111,9165,1507,some college,32.80039944,1.990487054,0.383944329,21.69707312
Yes,10,34,1.061048242,10,80.98383816,657,111,9165,1508,some college,42.32428674,4.453998827,3.89205139,26.30047824
Yes,6,35,10.56192162,8,218.5978179,468,111,9165,1509,undergrad degree,31.150237,10.16215134,11.34723622,24.95068701
No,7,36,1.368752465,9,69.76446073,238,111,9165,1510,undergrad degree,49.29672002,4.37400042,1.281470181,7.845960102
No,3,28,3.193007011,3,30.31374699,133,111,9165,1511,some college,33.89616345,2.189053077,0.887143163,14.33734777
Yes,4,23,1.589987888,2,126.9157324,504,111,9165,1512,some college,13.51435529,9.893243888,2.346221567,15.28266319
Yes,1,30,2.866269473,2,15.32506082,207,111,9165,1513,some college,27.28382351,5.114042222,0.531806663,36.24452997
Yes,4,24,5.27919197,3,30.98769607,420,111,9165,1514,postgrad degree,58.30104139,6.868682615,7.112541816,20.03525712
No,15,74,2.110102042,25,98.98188058,190,111,9165,1515,undergrad degree,60.56263982,14.39503416,5.598992432,15.99719228
Yes,7,24,2.072492634,6,44.83540104,763,111,9165,1516,some college,36.62258491,1.56649367,0,14.67231227
Yes,1,32,1.321372686,2,22.34026438,181,111,9165,1517,undergrad degree,73.65761849,3.556980391,3.965187148,24.33489942
Yes,2,21,4.253692257,1,22.08800172,431,111,9165,1518,some college,26.55045892,7.014277901,6.024040883,17.99149326
Yes,4,37,2.328749251,6,34.75884684,356,111,9165,1519,undergrad degree,46.02515028,3.467707961,4.325036788,34.57194324
Yes,8,34,5.461721033,8,89.99993922,738,111,9165,1520,some college,31.49208324,4.382066152,9.030908309,23.88343692
No,14,52,0.376317642,18,68.4064853,548,111,9165,1521,some college,28.9194892,8.618616556,2.346221567,23.35680886
No,7,24,1.608292336,5,62.03546743,330,111,9165,1522,postgrad degree,16.68347608,16.84521314,0.531806663,24.89562749
No,4,39,0.312910893,7,68.61611377,305,111,9165,1523,some college,50.63057753,3.51145935,7.112541816,27.22874847
Yes,3,31,2.130816507,4,208.6529976,790,111,9165,1524,some college,35.23714293,6.365452525,5.765024886,19.14625461
No,4,28,5.724760091,4,35.70665216,147,111,9165,1525,undergrad degree,43.12771027,1.292420582,2.038692945,17.85108895
No,0,60,2.440042461,9,89.89904353,725,111,9165,1526,high school,64.46716358,7.930231348,0,17.4512286
No,15,47,3.15674949,17,145.2580645,522,111,9165,1527,undergrad degree,43.9261127,8.306017132,0,20.37181458
Yes,0,25,2.164418024,0,5.497536123,392,111,9165,1528,some college,54.01325032,5.182954111,2.683978789,28.22460725
Yes,11,34,3.958526265,11,48.27538598,610,111,9165,1529,high school,44.66782123,21.21370582,7.547221203,20.89599989
Yes,2,24,1.572364897,1,27.28439651,544,111,9165,1530,some college,55.46413358,5.932011261,6.660978835,23.56168044
No,9,31,0.30860272,9,69.8017536,257,111,9165,1531,some college,56.54652527,3.701184459,1.19927723,39.68497708
Yes,8,38,5.520914841,10,48.60427846,769,111,9165,1532,undergrad degree,42.93557331,11.51924675,7.996983903,34.33296614
Yes,11,56,58.80273477,17,107.6756242,395,111,9165,1533,some college,43.5314846,9.121370134,56.82684297,19.06903133
No,14,29,2.805073937,12,62.19836849,69,111,9165,1534,some college,37.86270692,7.712091818,5.558463404,17.34977138
Yes,7,39,4.310864988,9,39.98249243,400,111,9165,1535,undergrad degree,27.92573634,2.514393904,6.322041243,19.36413039
Yes,5,62,3.82798787,13,30.18888578,216,111,9165,1536,high school,40.46621091,9.951793732,6.660978835,15.57193121
No,5,33,5.109619664,6,43.81872742,411,111,9165,1537,high school,13.04019697,5.151051812,1.19927723,15.55192875
No,7,67,0.38810712,16,38.90663973,341,111,9165,1538,some college,26.90320011,6.181022202,1.028693453,28.54729141
No,8,28,1.146553227,7,65.77079991,68,111,9165,1539,some college,76.98036893,5.543346721,0,10.77879201
Yes,8,29,1.581055284,7,74.72281727,353,111,9165,1540,some college,40.14813429,3.372353085,0,19.48185493
No,9,33,0.617801116,10,43.54290563,300,111,9165,1541,postgrad degree,31.91790151,2.800083355,4.103577244,10.69615563
No,9,32,3.526168212,9,45.99993747,457,111,9165,1542,undergrad degree,26.57977347,8.147524607,5.073255782,25.11112356
No,7,50,1.044983213,12,103.1324366,252,111,9165,1543,some college,41.26530966,5.669722007,0,23.85216611
Yes,1,35,6.303987435,3,71.33034957,371,111,9165,1544,some college,67.86294047,1.213950025,10.28110958,36.3503107
Yes,8,36,4.825879446,10,39.63719862,356,111,9165,1545,some college,79.04504437,6.95051689,1.983473201,35.63638097
Yes,13,37,9.104962255,14,65.43338743,240,111,9165,1546,high school,36.43125235,3.502628778,8.054543643,18.90620094
Yes,11,28,21.68109265,9,73.37378004,342,111,9165,1547,some college,56.46148616,3.289833016,25.16375239,20.99516483
Yes,7,29,0.1575259,6,39.44110246,395,111,9165,1548,undergrad degree,33.15722122,0.780609981,3.48801106,12.40934274
Yes,4,23,1.078840391,2,52.42970312,281,111,9165,1549,some college,25.45046227,5.546340165,2.493135192,5.377271588
No,11,61,3.612274025,24,52.33614802,114,112,3902,1550,high school,63.69363588,4.544323952,1.628115775,21.17349241
No,9,33,0.892410489,9,66.5138883,316,112,3902,1551,some college,61.37043687,7.879249093,5.788605359,18.84576154
No,16,33,2.834710551,15,75.68739418,421,112,3902,1552,postgrad degree,37.48330911,13.85110887,4.370068914,26.23847273
Yes,0,35,0.441277178,2,41.92644339,142,112,3902,1553,some college,24.43241009,9.935116792,2.066417457,20.33631383
No,10,40,9.138330156,12,43.89431185,1055,112,3902,1554,undergrad degree,25.49620657,1.817501021,9.348701376,1.442616911
Yes,6,49,1.101400254,11,65.81650234,705,112,3902,1555,postgrad degree,53.59553415,4.949759156,4.401481411,17.67278334
Yes,10,28,2.068885882,9,61.43561353,438,112,3902,1556,some college,82.08071671,10.53154279,6.106130925,32.51810455
No,10,40,1.452849364,12,138.3681773,150,112,3902,1557,high school,66.00798032,1.35569647,1.369844941,34.47669679
No,3,23,8.854501991,2,43.54026506,201,112,3902,1558,undergrad degree,45.77910121,4.698179561,13.5536327,3.012631375
No,12,29,0.847640147,11,55.56492402,188,112,3902,1559,some college,20.43292002,2.463497681,0,20.99535323
No,15,39,3.461370488,16,103.8569114,607,112,3902,1560,postgrad degree,30.09737368,4.214084764,5.326679733,11.73942305
No,16,61,0.798577393,28,82.61414651,331,112,3902,1561,some college,20.64309128,11.14344583,0,7.112753214
Yes,5,39,1.824755534,8,75.16984115,278,112,3902,1562,some college,98.38819089,3.790425495,6.597321156,22.40385205
Yes,2,23,2.4264022,1,20.38984182,390,112,3902,1563,high school,62.00895949,10.14459125,5.859666148,17.76535444
Yes,3,37,1.584389221,5,56.39141594,453,112,3902,1564,undergrad degree,41.65376382,23.43511527,0.908983629,28.27966047
No,16,34,1.472054174,15,77.54807255,261,112,3902,1565,postgrad degree,20.38936673,3.627785891,7.526149403,14.52948889
No,12,48,0.69966134,16,70.29930183,665,112,3902,1566,high school,47.30885548,2.175844091,3.919931735,31.71381111
No,6,70,1.496512829,16,48.64028319,908,112,3902,1567,undergrad degree,86.06398008,13.16976833,4.985218528,19.17679821
No,6,60,2.274623786,21,43.65628341,363,112,3902,1568,some college,51.17916243,5.355713451,6.301598521,25.00592131
No,18,46,1.533276965,20,100.7966043,459,112,3902,1569,undergrad degree,16.0217883,5.593467442,0.908983629,33.30550749
No,17,48,4.099726615,20,115.3742402,122,112,3902,1570,some college,45.31975945,18.13791213,7.526149403,16.82337393
No,9,41,0.123545092,11,67.20946533,353,112,3902,1571,some college,82.17963062,5.277918611,3.919931735,28.99660649
No,10,44,11.32467053,13,48.47331321,424,112,3902,1572,some college,39.49924091,1.940183875,11.00400203,20.97132972
Yes,4,40,0.274936838,7,37.55653434,510,112,3902,1573,some college,59.11677161,12.77194191,1.645717157,26.60007682
Yes,9,30,4.581600162,8,101.484285,1325,112,3902,1574,undergrad degree,49.63101842,2.578143979,1.173809513,25.29766581
No,17,32,0.307206677,16,194.8876909,200,112,3902,1575,some college,29.05453119,2.782378768,0.069867126,11.16016847
Yes,3,25,1.09580226,2,17.76296992,301,112,3902,1576,undergrad degree,30.15723821,2.249527611,3.95327699,15.53458533
No,11,32,6.95427063,11,59.24692268,1358,112,3902,1577,some college,21.8086428,2.029451514,6.521761595,27.97606414
No,2,29,1.446768465,2,36.82123912,466,112,3902,1578,some college,62.1836965,3.885680933,0.642371518,14.95318364
No,5,59,1.066850096,21,26.85782055,77,112,3902,1579,high school,26.63126344,6.887675912,3.732579974,25.20573674
No,7,33,2.023564911,7,44.21148068,439,112,3902,1580,undergrad degree,50.83039615,4.408976383,0.186219409,26.39924115
No,12,43,2.727181199,15,125.5752882,404,112,3902,1581,high school incomplete,66.13177624,4.881569414,3.124379946,30.92283953
Yes,4,24,2.954193559,3,33.129713,176,112,3902,1582,undergrad degree,13.70593513,3.65245086,0.527184543,20.59053055
No,6,53,1.712851438,12,36.54605109,246,112,3902,1583,high school,90.70516447,4.996002976,0,4.088557362
No,10,34,0.408999154,10,60.32535166,238,112,3902,1584,undergrad degree,30.17512283,4.151556977,5.39925539,19.93428213
No,10,52,4.871993399,15,64.11598061,457,112,3902,1585,undergrad degree,27.90756359,3.492110164,4.560308808,5.954665469
No,15,38,0.536185127,15,103.9573512,174,112,3902,1586,some college,56.21209383,3.091390078,3.812714056,21.43656547
Yes,2,29,3.832189141,2,42.19172716,282,112,3902,1587,undergrad degree,35.98781102,15.13232949,0,19.98603834
Yes,8,42,4.662714487,11,52.61009936,194,112,3902,1588,some college,26.79801132,2.68796742,9.540455291,16.25341033
No,13,46,0.824370463,16,74.39504711,300,112,3902,1589,undergrad degree,31.14670676,1.536921998,2.528597771,19.29305527
Yes,3,28,1.516907917,3,40.82677846,300,112,3902,1590,some college,78.31636221,3.183744242,0,20.1519945
Yes,2,32,2.573691974,3,21.99430585,631,112,3902,1591,some college,71.10688249,1.526208956,3.596686939,15.34661544
No,18,38,2.465902769,18,99.67692235,399,112,3902,1592,some college,84.1795477,3.45988979,0,21.72750847
Yes,1,21,8.571582387,0,17.75720531,334,112,3902,1593,some college,65.34223117,0.665778501,12.1646891,12.1163389
No,12,28,0.335318713,10,69.07745657,216,112,3902,1594,some college,15.23358378,4.134898388,2.019946506,19.71020264
No,8,31,0.969010656,8,52.41643964,345,112,3902,1595,undergrad degree,16.80481134,11.12906073,1.562066844,18.71530046
Yes,0,26,2.854541721,0,20.13025515,225,112,3902,1596,undergrad degree,30.77689514,4.645944172,1.253960947,33.49241727
No,12,31,1.733954023,11,62.92098819,504,112,3902,1597,postgrad degree,23.81579222,3.928279662,0,26.75778683
No,11,34,4.428462767,11,62.12952866,1020,112,3902,1598,undergrad degree,44.04350655,6.419548751,1.798888416,18.22207254
No,12,61,12.09819776,25,63.67760043,226,112,3902,1599,high school incomplete,31.43154877,5.984577235,13.30177714,31.60664811
No,10,65,2.622731533,18,61.11221715,404,113,8639,1600,high school,43.42851828,4.855886932,0,21.90841708
No,11,27,6.682252634,10,55.35967207,245,113,8639,1601,undergrad degree,73.96401871,3.189703399,3.18545883,1.737023987
Yes,2,23,2.110684185,1,17.7682576,523,113,8639,1602,some college,15.04252587,4.101675468,4.713363563,11.66091618
Yes,10,46,0.629366569,13,97.08775737,222,113,8639,1603,some college,24.98710297,6.850092867,0,22.27220479
No,14,41,0.948658785,15,75.84168507,281,113,8639,1604,postgrad degree,21.00624502,1.856972943,4.083886384,23.7099814
Yes,1,23,1.028864121,2,36.08449095,413,113,8639,1605,some college,20.28175836,5.718462462,5.695068286,18.86653933
Yes,7,36,1.020248746,8,40.20268826,248,113,8639,1606,high school,40.6917241,8.668383256,5.926469551,25.13647633
Yes,3,37,2.447400886,6,29.58380544,322,113,8639,1607,postgrad degree,47.19341055,12.99473901,6.527158311,22.51906147
Yes,6,23,29.34576258,4,58.74010893,2225,113,8639,1608,undergrad degree,20.10863419,2.186539957,28.82521603,13.68005702
Yes,6,37,1.954828665,7,73.07695726,281,113,8639,1609,high school,42.98806831,11.01723807,6.565264317,24.44082739
Yes,4,25,1.618751024,3,41.03113086,1102,113,8639,1610,some college,73.39574855,8.381221439,0,15.36173343
No,18,48,2.998563038,21,152.4269634,176,113,8639,1611,some college,77.21419113,0.780576516,6.235705579,29.17622385
No,4,47,3.232256102,9,36.51145489,436,113,8639,1612,high school,23.452018,1.615459239,7.594894826,27.80187715
No,17,31,2.960609234,15,123.8377736,168,113,8639,1613,undergrad degree,36.48962719,2.457378382,6.651375482,31.33806744
No,12,35,12.6898512,12,82.18498678,202,113,8639,1614,undergrad degree,28.39860458,2.267712725,9.732418785,38.50369282
No,12,36,2.895145831,13,60.61281161,356,113,8639,1615,undergrad degree,25.92171289,13.24823101,2.584887646,29.03506807
No,6,27,3.421144133,5,95.91462269,525,113,8639,1616,undergrad degree,72.24960673,4.337646964,7.834443597,13.52490922
Yes,5,32,2.749260632,6,50.33542394,130,113,8639,1617,some college,51.25194179,3.695978057,7.604908046,18.00210466
Yes,8,38,5.692176412,10,129.270989,418,113,8639,1618,high school,15.92082775,2.378145417,2.7800998,8.116625232
Yes,3,28,0.177768233,3,35.45796501,341,113,8639,1619,undergrad degree,42.18548807,9.02146661,9.732418785,30.26390504
Yes,2,37,0.446890265,5,24.49691858,141,113,8639,1620,undergrad degree,73.23483336,7.477814878,2.584887646,10.59932024
No,9,26,5.939382292,8,51.44345176,417,113,8639,1621,undergrad degree,35.54002591,6.728532867,9.924806804,28.21469557
No,9,46,8.64417631,13,55.1882825,148,113,8639,1622,undergrad degree,107.4868026,10.42836606,5.612760135,29.16324396
No,9,25,0.532921363,7,149.6553674,375,113,8639,1623,some college,31.83240935,0.282369358,2.333057371,7.671787161
No,6,46,0.716798426,10,44.4339764,321,113,8639,1624,high school incomplete,19.50516926,1.810695178,0,31.44144124
No,10,44,0.051856485,13,81.72928696,117,113,8639,1625,some college,93.00877387,2.993618639,0,23.85239374
No,11,29,0.877047349,10,59.39176482,494,113,8639,1626,undergrad degree,38.21182829,11.49477496,2.107554348,10.72191529
No,4,58,1.08526134,21,83.77717111,153,113,8639,1627,high school,32.33052759,0.374395742,0,23.33912116
No,20,35,0.924523534,19,103.7819146,327,113,8639,1628,some college,51.81979096,5.040337839,5.548331649,25.46438131
Yes,5,24,1.709192394,4,38.12231389,257,113,8639,1629,some college,42.46564541,1.896070808,1.175829922,4.132441314
Yes,11,29,13.63950612,10,130.0085127,358,113,8639,1630,high school,38.68559584,2.427574466,10.21328125,19.42044576
No,11,41,3.453383892,13,126.6014825,292,113,8639,1631,postgrad degree,50.83739535,8.559246433,1.389568281,14.90140902
No,10,31,3.618072457,9,46.22762258,161,113,8639,1632,some college,29.28826642,3.752172244,5.639206093,15.11582354
No,12,52,16.29330415,17,67.43171081,371,113,8639,1633,undergrad degree,43.79859703,7.956859494,18.38439424,12.68713062
No,9,27,2.003655975,8,67.9269311,781,113,8639,1634,undergrad degree,75.38728901,1.256363763,1.293712083,20.80321725
No,13,32,8.546834771,12,76.77535965,396,113,8639,1635,some college,50.76628096,0.369729822,10.47638486,10.17064896
Yes,5,36,1.991061563,7,36.87697114,201,113,8639,1636,undergrad degree,21.33046139,4.588994965,0,10.11761074
Yes,4,64,43.09845859,13,29.79151459,502,113,8639,1637,postgrad degree,31.80666289,1.396810552,40.15228499,21.28625771
Yes,2,25,1.66468657,1,420.6917448,307,113,8639,1638,high school,97.48805508,6.073025051,0,33.61413465
Yes,9,38,0.273589533,10,40.95348024,711,113,8639,1639,undergrad degree,42.1001853,2.024160247,1.400910685,21.77794489
No,13,43,0.387717686,15,55.58478659,1250,113,8639,1640,high school,21.46580425,8.56014674,5.134568275,7.436815724
No,11,30,1.270215979,10,72.038538,99,113,8639,1641,some college,41.39748793,7.463380465,0,14.20520917
Yes,11,53,13.72008883,16,56.18016548,282,113,8639,1642,some college,51.32996212,6.252870262,14.13514801,12.3160254
No,13,28,6.066721022,11,73.97676013,348,113,8639,1643,undergrad degree,51.00293342,4.066675626,2.839272859,16.52054847
Yes,1,20,1.553721714,0,48.05099847,840,113,8639,1644,some college,17.22703285,8.501067822,0,14.89445459
No,7,35,1.573193163,8,44.63648461,186,113,8639,1645,high school,31.93530621,15.89608635,0.358179026,23.99010744
No,12,60,2.478817318,26,73.35487584,243,113,8639,1646,postgrad degree,39.71049763,0.501416934,5.933573357,19.28697948
No,10,27,0.883278965,8,54.9656633,987,113,8639,1647,some college,52.29218329,1.873196038,0.618211074,18.7867748
No,6,28,1.958593978,6,36.444108,171,113,8639,1648,some college,31.66419846,11.78679904,0,19.18726822
No,13,39,3.575775388,14,66.45480775,490,113,8639,1649,some college,68.69112293,2.808396037,1.389568281,27.5846014
Yes,9,29,2.263150419,9,57.8557893,192,114,3376,1650,high school,29.13646876,4.659146097,5.639206093,13.94097165
No,10,56,1.100634302,16,65.54388812,212,114,3376,1651,undergrad degree,30.05645962,6.008610052,3.432845651,5.859171738
No,11,46,12.94077652,14,104.4830666,192,114,3376,1652,high school,66.64301851,12.98389293,12.13016994,5.613095194
No,15,31,2.025174417,14,64.03212337,148,114,3376,1653,undergrad degree,55.61476191,1.625555859,0.337289743,22.29492162
No,10,35,1.434762365,10,73.98110861,1044,114,3376,1654,undergrad degree,21.29078273,3.185601811,3.920027566,6.302269786
No,6,48,2.296084628,35,48.48383234,849,114,3376,1655,high school incomplete,30.0291551,8.170041094,0,21.54765799
Yes,9,26,2.512772208,7,61.29857658,131,114,3376,1656,some college,36.65482209,11.59165479,3.862401559,27.00466784
Yes,0,20,2.115892822,0,52.35473344,262,114,3376,1657,some college,23.11348799,4.359094989,2.274220876,12.58699874
No,7,55,3.890014042,13,48.88177202,267,114,3376,1658,some college,40.38643464,2.954386481,5.08469865,20.35475225
No,0,33,2.941208364,10,39.30177337,99,114,3376,1659,high school,37.9424561,0.031616983,5.191544877,9.553663293
Yes,4,25,5.867429293,3,36.57394382,323,114,3376,1660,some college,32.64845457,8.018913143,5.292470197,35.5538192
Yes,2,21,1.068780439,0,37.69686309,545,114,3376,1661,some college,79.56919751,2.790716842,3.709654296,18.9846451
No,19,41,0.35210597,19,164.5942805,277,114,3376,1662,undergrad degree,58.85546775,5.59440912,4.897387069,24.43527982
Yes,7,28,1.428763559,6,41.95095503,186,114,3376,1663,undergrad degree,35.42120794,2.680577836,5.292470197,17.91324144
No,5,29,3.62888331,5,28.26016674,332,114,3376,1664,undergrad degree,25.77473684,4.304489568,3.709654296,23.43514662
Yes,7,26,1.473643985,6,45.22494439,439,114,3376,1665,some college,78.98672443,6.06820317,0.87632984,24.75325243
No,7,39,2.729447192,9,48.56269243,636,114,3376,1666,some college,21.97539977,3.017729263,6.084765258,19.87325845
Yes,4,37,1.647587239,6,36.57322402,199,114,3376,1667,postgrad degree,47.65313141,0.51135885,0,31.8289072
No,13,35,2.537573933,13,60.01116233,446,114,3376,1668,some college,66.69829005,11.89022286,2.394936094,24.91855348
Yes,3,30,4.416443053,4,48.62478786,210,114,3376,1669,undergrad degree,17.45358566,3.24137082,2.913266384,25.48873371
No,9,31,0.81721689,9,52.09236213,539,114,3376,1670,undergrad degree,58.00125588,0.757097007,3.114072107,22.30922919
No,9,31,1.170034481,9,66.61191479,262,114,3376,1671,some college,53.3209968,1.726381123,0,10.02427592
Yes,5,31,0.744761382,6,71.01446669,684,114,3376,1672,some college,80.83735563,4.780045416,1.297359577,30.47364963
Yes,4,25,0.212475947,3,22.00305457,895,114,3376,1673,undergrad degree,27.18693373,3.309356946,1.110491961,37.36649699
No,16,49,4.346915291,19,70.93180461,697,114,3376,1674,undergrad degree,34.94203792,12.74804682,1.767474583,16.69463248
Yes,2,29,4.198975696,3,26.79176611,467,114,3376,1675,undergrad degree,18.06012567,4.114026835,5.247850476,18.31894998
Yes,3,32,1.004620884,4,27.5068416,177,114,3376,1676,undergrad degree,42.85902418,3.727216887,0,30.8434374
Yes,1,33,0.242473041,0,44.03701591,669,114,3376,1677,some college,36.10433679,4.503543312,4.243928784,11.61044997
Yes,9,34,4.287651228,10,53.12593064,127,114,3376,1678,some college,52.28953726,5.242464303,8.166023592,15.11791301
No,5,28,5.027512821,5,75.77087512,170,114,3376,1679,undergrad degree,34.04208968,13.7917237,8.731817458,21.1196007
Yes,4,22,1.027785085,3,46.23784913,120,114,3376,1680,high school,36.51249338,4.42530158,3.742747916,14.70790344
No,8,27,2.146678596,7,63.24535457,263,114,3376,1681,some college,85.55145089,6.719151121,0.632900472,13.9339156
No,6,49,0.440651156,11,44.53450954,163,114,3376,1682,high school incomplete,31.37618721,2.574270867,2.73205421,15.02034765
No,14,29,3.018508882,13,84.20901542,218,114,3376,1683,some college,45.22020954,4.180601132,0.649162159,5.756004922
No,8,29,1.068902453,8,69.47478515,913,114,3376,1684,some college,34.7475031,2.593794098,3.3718052,25.17124983
No,6,39,4.885316768,8,43.00560649,254,114,3376,1685,undergrad degree,44.83595507,6.550172791,8.50084185,24.00856436
Yes,4,29,8.028764762,4,24.74063713,141,114,3376,1686,some college,17.63380582,5.430990435,5.89592442,15.66414453
Yes,10,32,14.08980506,10,47.44199404,311,114,3376,1687,some college,26.19470032,2.308739503,14.58454127,26.63232444
No,10,55,1.996050393,15,79.34793111,570,114,3376,1688,postgrad degree,60.17090757,10.15119857,0,25.08612769
Yes,9,26,5.9890853,7,58.89910573,172,114,3376,1689,some college,26.02591848,5.314618697,1.129240453,27.02159153
No,10,29,1.135186388,9,111.9982221,632,114,3376,1690,undergrad degree,70.73902735,2.967721629,5.071919364,20.25771169
No,7,45,3.183883589,10,48.8011059,238,114,3376,1691,high school incomplete,21.32920118,4.77670443,2.087014106,16.40063122
No,3,24,2.83749063,2,35.12505558,175,114,3376,1692,postgrad degree,53.50745521,2.123195065,0,21.24505658
No,12,34,5.052361394,12,57.20676617,1557,114,3376,1693,postgrad degree,55.11843349,2.740005203,6.591573239,31.84450155
No,7,56,0.388703988,14,50.79301748,98,114,3376,1694,some college,32.07759395,5.945068863,0.859492101,13.12264762
No,2,31,1.038893849,3,46.59074042,458,114,3376,1695,undergrad degree,29.97716412,10.12605392,4.391250087,13.7774246
No,15,46,2.358061598,18,107.9081984,463,114,3376,1696,undergrad degree,13.2108661,8.223609885,6.097572885,16.16531177
Yes,4,61,1.158006909,12,61.82496064,198,114,3376,1697,high school incomplete,50.72122759,17.02641252,5.178306551,19.08757121
No,9,32,0.36845721,9,72.44870385,264,114,3376,1698,undergrad degree,42.63149113,3.912993444,1.054854584,8.609414824
No,9,43,0.692548177,11,49.83906912,589,114,3376,1699,some college,56.04045453,6.308216514,0,19.42904199
No,15,34,8.112251683,14,69.22089679,301,115,8112,1700,some college,36.53422311,7.010328827,9.449818401,23.73752961
No,6,50,3.038274111,33,46.09873691,584,115,8112,1701,some college,24.88618274,12.67529525,8.02923334,9.598207821
No,12,35,4.123598154,12,82.87262273,157,115,8112,1702,some college,40.65714866,13.37998297,3.41517253,36.30030383
No,12,35,2.219028351,12,58.71216877,531,115,8112,1703,some college,43.62883617,5.447288798,0.346127031,19.44172125
No,13,30,1.480537191,12,68.62945694,213,115,8112,1704,some college,38.3718731,11.88006116,1.781421308,17.61765715
Yes,11,36,0.866910975,11,120.3012492,217,115,8112,1705,high school,32.40462724,5.962944762,2.989303259,18.6059028
No,5,61,1.698028205,19,93.32635361,154,115,8112,1706,undergrad degree,23.83795313,5.059155883,6.591573239,32.35574036
No,14,45,2.148619474,17,69.95385902,279,115,8112,1707,undergrad degree,26.80524726,8.301825799,0.859492101,10.29913077
Yes,9,36,2.00775585,10,97.81642936,228,115,8112,1708,postgrad degree,34.58146037,7.132523233,4.391250087,11.7529648
No,0,35,1.733962687,2,10.17915785,352,115,8112,1709,undergrad degree,25.21720713,3.846419567,6.097572885,29.04701661
Yes,3,54,1.871620498,10,31.74561835,1047,115,8112,1710,high school,56.81585785,10.61856368,5.045865576,32.74887267
No,15,41,2.897829122,16,142.6015388,112,115,8112,1711,some college,57.89837556,6.534787996,3.425050803,22.66578277
Yes,3,59,0.255442297,19,34.44085068,173,115,8112,1712,undergrad degree,33.76657159,15.91826795,4.663955943,27.66577824
Yes,4,42,1.174855164,8,28.35652339,574,115,8112,1713,undergrad degree,39.89263687,4.407241741,0.340075987,10.86598667
